total layers,nodes per hidden layer,p dropout,excluded,included,auc,nf,ni,nnm,dhv contribution
3.0,4.0,0.1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20]","[[[17], 1]]",0.84279,0.04762,0.0,0.0,0.32647
,,,,,0.5,0.0,0.0,0.0,0.02381
