total layers,nodes per hidden layer,p dropout,excluded,included,auc,nf,ni,nnm,dhv contribution
4.0,12.0,0.1,"[3, 4, 6, 2, 7]","[[[0, 5, 1], 1]]",0.85915,0.375,0.10714,0.0,0.00639
4.0,5.0,0.1,"[0, 5, 2, 3, 4, 6, 7]","[[[1], 1]]",0.82705,0.125,0.0,0.0,0.04088
7.0,6.0,0.1,"[0, 2, 3, 4]","[[[5], 1], [[6, 7], 1], [[1], 0]]",0.79459,0.5,0.03571,0.125,0.0
4.0,12.0,0.2,"[0, 2, 3, 4, 6, 7]","[[[5], 1], [[1], 1]]",0.84771,0.25,0.0,0.0,0.00397
,,,,,0.5,0.0,0.0,0.0,0.0625
