total layers,nodes per hidden layer,p dropout,excluded,included,auc,nf,ni,nnm,dhv contribution
3.0,3.0,0.2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20]","[[[14], 0]]",0.5182,0.04762,0.0,0.04762,0.01025
3.0,4.0,0.6,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[[[1], 1]]",0.5069,0.04762,0.0,0.0,0.00031
,,,,,0.5,0.0,0.0,0.0,0.02381
